bit,information_gain,shapley,p_value_strength,dataset,trees,budget,selector
x40_b0,0.0,-7.594798509549338e+17,7.378697629483821e+19,spectf,5,20000,modal
x41_b0,0.0,-1.1858291905472598e+17,7.378697629483821e+19,spectf,5,20000,modal
x41_b1,0.0,-2.394285708111152e+18,7.378697629483821e+19,spectf,5,20000,modal
x42_b0,0.0,-7.051726320962136e+17,7.378697629483821e+19,spectf,5,20000,modal
x42_b1,0.0,-1.5091054459505546e+18,7.378697629483821e+19,spectf,5,20000,modal
x43_b0,0.0,-4.8211929056916506e+17,7.378697629483821e+19,spectf,5,20000,modal
x43_b1,0.0,-4.748342193289576e+17,7.378697629483821e+19,spectf,5,20000,modal
x0_b0,0.0,-56.671875,512.0,threeOf9,10,20000,modal
x1_b0,0.0,-48.34375,512.0,threeOf9,10,20000,modal
x2_b0,0.0,-76.796875,512.0,threeOf9,10,20000,modal
x3_b0,0.0,-77.5625,512.0,threeOf9,10,20000,modal
x4_b0,0.0,-41.53125,512.0,threeOf9,10,20000,modal
x5_b0,0.0,-51.21875,512.0,threeOf9,10,20000,modal
x6_b0,0.0,-50.65625,512.0,threeOf9,10,20000,modal
x7_b0,0.0,-57.59375,512.0,threeOf9,10,20000,modal
x8_b0,0.0,-50.625,512.0,threeOf9,10,20000,modal
x0_b0,0.0,-56.671875,512.0,threeOf9,5,20000,modal
x1_b0,0.0,-48.34375,512.0,threeOf9,5,20000,modal
x2_b0,0.0,-76.796875,512.0,threeOf9,5,20000,modal
x3_b0,0.0,-77.5625,512.0,threeOf9,5,20000,modal
x4_b0,0.0,-41.53125,512.0,threeOf9,5,20000,modal
x5_b0,0.0,-51.21875,512.0,threeOf9,5,20000,modal
x6_b0,0.0,-50.65625,512.0,threeOf9,5,20000,modal
x7_b0,0.0,-57.59375,512.0,threeOf9,5,20000,modal
x8_b0,0.0,-50.625,512.0,threeOf9,5,20000,modal
x0_b0,0.0,-4336674949118.5312,140737488355328.0,wine-recog,5,20000,modal
x0_b1,0.0,-4004331182936.7656,140737488355328.0,wine-recog,5,20000,modal
x0_b2,0.0,-1499785475511.0,140737488355328.0,wine-recog,5,20000,modal
x0_b3,0.0,-3622832418969.844,140737488355328.0,wine-recog,5,20000,modal
x1_b0,0.0,-1734468109905.0625,140737488355328.0,wine-recog,5,20000,modal
x1_b1,0.0,-3010571294562.5312,140737488355328.0,wine-recog,5,20000,modal
x1_b2,0.0,-2419318907800.672,140737488355328.0,wine-recog,5,20000,modal
x2_b0,0.0,-2732483535078.125,140737488355328.0,wine-recog,5,20000,modal
x2_b1,0.0,-2687861082586.25,140737488355328.0,wine-recog,5,20000,modal
x2_b2,0.0,-1267907016614.0156,140737488355328.0,wine-recog,5,20000,modal
x3_b0,0.0,-1801158302971.125,140737488355328.0,wine-recog,5,20000,modal
x3_b1,0.0,-1985912770358.0625,140737488355328.0,wine-recog,5,20000,modal
x3_b2,0.0,-4016626799499.8906,140737488355328.0,wine-recog,5,20000,modal
x4_b0,0.0,-4501296835505.688,140737488355328.0,wine-recog,5,20000,modal
x4_b1,0.0,-1431778316321.922,140737488355328.0,wine-recog,5,20000,modal
x4_b2,0.0,-1957037506146.3596,140737488355328.0,wine-recog,5,20000,modal
x5_b0,0.0,-3327646351175.6406,140737488355328.0,wine-recog,5,20000,modal
x5_b1,0.0,-3657676283293.6406,140737488355328.0,wine-recog,5,20000,modal
x5_b2,0.0,-3330051600596.1094,140737488355328.0,wine-recog,5,20000,modal
x5_b3,0.0,-2168298996434.7808,140737488355328.0,wine-recog,5,20000,modal
x6_b0,0.0,-4426431085067.25,140737488355328.0,wine-recog,5,20000,modal
x6_b1,0.0,-2724451021201.875,140737488355328.0,wine-recog,5,20000,modal
x6_b2,0.0,-2499379071936.656,140737488355328.0,wine-recog,5,20000,modal
x6_b3,0.0,-5922555891359.375,140737488355328.0,wine-recog,5,20000,modal
x6_b4,0.0,-3565653266468.422,140737488355328.0,wine-recog,5,20000,modal
x7_b0,0.0,-3974217252050.703,140737488355328.0,wine-recog,5,20000,modal
x7_b1,0.0,-1631701087107.6875,140737488355328.0,wine-recog,5,20000,modal
x8_b0,0.0,-3846620290312.5938,140737488355328.0,wine-recog,5,20000,modal
x8_b1,0.0,-4753984548495.141,140737488355328.0,wine-recog,5,20000,modal
x8_b2,0.0,-3846733339851.063,140737488355328.0,wine-recog,5,20000,modal
x9_b0,0.0,-2277168836230.5938,140737488355328.0,wine-recog,5,20000,modal
x9_b1,0.0,-1814039503543.1875,140737488355328.0,wine-recog,5,20000,modal
x9_b2,0.0,-2323984813255.8594,140737488355328.0,wine-recog,5,20000,modal
x9_b3,0.0,-2471847745937.172,140737488355328.0,wine-recog,5,20000,modal
x9_b4,0.0,-2280819710774.922,140737488355328.0,wine-recog,5,20000,modal
x10_b0,0.0,-5353569966246.063,140737488355328.0,wine-recog,5,20000,modal
x10_b1,0.0,-2306309324934.078,140737488355328.0,wine-recog,5,20000,modal
x10_b2,0.0,-1082414834678.25,140737488355328.0,wine-recog,5,20000,modal
x10_b3,0.0,-1132589114881.0,140737488355328.0,wine-recog,5,20000,modal
x11_b0,0.0,-4018632229306.36,140737488355328.0,wine-recog,5,20000,modal
x11_b1,0.0,-1890921106855.453,140737488355328.0,wine-recog,5,20000,modal
x11_b2,0.0,-3152453647755.437,140737488355328.0,wine-recog,5,20000,modal
x11_b3,0.0,-4613706415036.3125,140737488355328.0,wine-recog,5,20000,modal
x12_b0,0.0,-2253393433556.516,140737488355328.0,wine-recog,5,20000,modal
x12_b1,0.0,-317053826842.7344,140737488355328.0,wine-recog,5,20000,modal
x12_b2,0.0,-6547186375408.281,140737488355328.0,wine-recog,5,20000,modal
x12_b3,0.0,-4215952880848.0,140737488355328.0,wine-recog,5,20000,modal
x0_b0,0.0,-4336674949118.5312,140737488355328.0,wine-recognition,5,20000,modal
x0_b1,0.0,-4004331182936.7656,140737488355328.0,wine-recognition,5,20000,modal
x0_b2,0.0,-1499785475511.0,140737488355328.0,wine-recognition,5,20000,modal
x0_b3,0.0,-3622832418969.844,140737488355328.0,wine-recognition,5,20000,modal
x1_b0,0.0,-1734468109905.0625,140737488355328.0,wine-recognition,5,20000,modal
x1_b1,0.0,-3010571294562.5312,140737488355328.0,wine-recognition,5,20000,modal
x1_b2,0.0,-2419318907800.672,140737488355328.0,wine-recognition,5,20000,modal
x2_b0,0.0,-2732483535078.125,140737488355328.0,wine-recognition,5,20000,modal
x2_b1,0.0,-2687861082586.25,140737488355328.0,wine-recognition,5,20000,modal
x2_b2,0.0,-1267907016614.0156,140737488355328.0,wine-recognition,5,20000,modal
x3_b0,0.0,-1801158302971.125,140737488355328.0,wine-recognition,5,20000,modal
x3_b1,0.0,-1985912770358.0625,140737488355328.0,wine-recognition,5,20000,modal
x3_b2,0.0,-4016626799499.8906,140737488355328.0,wine-recognition,5,20000,modal
x4_b0,0.0,-4501296835505.688,140737488355328.0,wine-recognition,5,20000,modal
x4_b1,0.0,-1431778316321.922,140737488355328.0,wine-recognition,5,20000,modal
x4_b2,0.0,-1957037506146.3596,140737488355328.0,wine-recognition,5,20000,modal
x5_b0,0.0,-3327646351175.6406,140737488355328.0,wine-recognition,5,20000,modal
x5_b1,0.0,-3657676283293.6406,140737488355328.0,wine-recognition,5,20000,modal
x5_b2,0.0,-3330051600596.1094,140737488355328.0,wine-recognition,5,20000,modal
x5_b3,0.0,-2168298996434.7808,140737488355328.0,wine-recognition,5,20000,modal
x6_b0,0.0,-4426431085067.25,140737488355328.0,wine-recognition,5,20000,modal
x6_b1,0.0,-2724451021201.875,140737488355328.0,wine-recognition,5,20000,modal
x6_b2,0.0,-2499379071936.656,140737488355328.0,wine-recognition,5,20000,modal
x6_b3,0.0,-5922555891359.375,140737488355328.0,wine-recognition,5,20000,modal
x6_b4,0.0,-3565653266468.422,140737488355328.0,wine-recognition,5,20000,modal
x7_b0,0.0,-3974217252050.703,140737488355328.0,wine-recognition,5,20000,modal
x7_b1,0.0,-1631701087107.6875,140737488355328.0,wine-recognition,5,20000,modal
x8_b0,0.0,-3846620290312.5938,140737488355328.0,wine-recognition,5,20000,modal
x8_b1,0.0,-4753984548495.141,140737488355328.0,wine-recognition,5,20000,modal
x8_b2,0.0,-3846733339851.063,140737488355328.0,wine-recognition,5,20000,modal
x9_b0,0.0,-2277168836230.5938,140737488355328.0,wine-recognition,5,20000,modal
x9_b1,0.0,-1814039503543.1875,140737488355328.0,wine-recognition,5,20000,modal
x9_b2,0.0,-2323984813255.8594,140737488355328.0,wine-recognition,5,20000,modal
x9_b3,0.0,-2471847745937.172,140737488355328.0,wine-recognition,5,20000,modal
x9_b4,0.0,-2280819710774.922,140737488355328.0,wine-recognition,5,20000,modal
x10_b0,0.0,-5353569966246.063,140737488355328.0,wine-recognition,5,20000,modal
x10_b1,0.0,-2306309324934.078,140737488355328.0,wine-recognition,5,20000,modal
x10_b2,0.0,-1082414834678.25,140737488355328.0,wine-recognition,5,20000,modal
x10_b3,0.0,-1132589114881.0,140737488355328.0,wine-recognition,5,20000,modal
x11_b0,0.0,-4018632229306.36,140737488355328.0,wine-recognition,5,20000,modal
x11_b1,0.0,-1890921106855.453,140737488355328.0,wine-recognition,5,20000,modal
x11_b2,0.0,-3152453647755.437,140737488355328.0,wine-recognition,5,20000,modal
x11_b3,0.0,-4613706415036.3125,140737488355328.0,wine-recognition,5,20000,modal
x12_b0,0.0,-2253393433556.516,140737488355328.0,wine-recognition,5,20000,modal
x12_b1,0.0,-317053826842.7344,140737488355328.0,wine-recognition,5,20000,modal
x12_b2,0.0,-6547186375408.281,140737488355328.0,wine-recognition,5,20000,modal
x12_b3,0.0,-4215952880848.0,140737488355328.0,wine-recognition,5,20000,modal
x0_b0,0.0,-5.400866316308716e+36,3.402823669209385e+38,wpbc,5,20000,modal
x0_b1,0.0,-8.412850876089665e+36,3.402823669209385e+38,wpbc,5,20000,modal
x0_b2,0.0,-2.692451861393997e+36,3.402823669209385e+38,wpbc,5,20000,modal
x0_b3,0.0,-3.615356796281396e+36,3.402823669209385e+38,wpbc,5,20000,modal
x0_b4,0.0,-4.6786394529153184e+36,3.402823669209385e+38,wpbc,5,20000,modal
x1_b0,0.0,-4.4119647548717097e+36,3.402823669209385e+38,wpbc,5,20000,modal
x1_b1,0.0,-2.728416480326942e+35,3.402823669209385e+38,wpbc,5,20000,modal
x1_b2,0.0,-5.844589933618151e+36,3.402823669209385e+38,wpbc,5,20000,modal
x1_b3,0.0,-1.583719505026581e+36,3.402823669209385e+38,wpbc,5,20000,modal
x2_b0,0.0,-7.013264482343884e+35,3.402823669209385e+38,wpbc,5,20000,modal
x2_b1,0.0,-1.0842992395029778e+35,3.402823669209385e+38,wpbc,5,20000,modal
x2_b2,0.0,-3.700346197749308e+36,3.402823669209385e+38,wpbc,5,20000,modal
x3_b0,0.0,-2.498933971352399e+35,3.402823669209385e+38,wpbc,5,20000,modal
x3_b1,0.0,-4.987415494796613e+36,3.402823669209385e+38,wpbc,5,20000,modal
x3_b2,0.0,-1.417310182995054e+36,3.402823669209385e+38,wpbc,5,20000,modal
x3_b3,0.0,-5.661960104332567e+36,3.402823669209385e+38,wpbc,5,20000,modal
x4_b0,0.0,-2.7208919097803763e+36,3.402823669209385e+38,wpbc,5,20000,modal
x4_b1,0.0,-2.927208800745243e+36,3.402823669209385e+38,wpbc,5,20000,modal
x4_b2,0.0,-3.350026781988178e+35,3.402823669209385e+38,wpbc,5,20000,modal
x4_b3,0.0,-4.21875583159797e+35,3.402823669209385e+38,wpbc,5,20000,modal
x5_b0,0.0,-3.8010351965444686e+36,3.402823669209385e+38,wpbc,5,20000,modal
x5_b1,0.0,-1.0425276048274317e+36,3.402823669209385e+38,wpbc,5,20000,modal
x5_b2,0.0,-4.543007912500105e+32,3.402823669209385e+38,wpbc,5,20000,modal
x5_b3,0.0,-2.340103662916092e+36,3.402823669209385e+38,wpbc,5,20000,modal
x6_b0,0.0,-2.23492664200707e+35,3.402823669209385e+38,wpbc,5,20000,modal
x6_b1,0.0,-5.350013588744781e+36,3.402823669209385e+38,wpbc,5,20000,modal
x6_b2,0.0,-5.498042904643394e+36,3.402823669209385e+38,wpbc,5,20000,modal
x6_b3,0.0,-5.224121383223733e+36,3.402823669209385e+38,wpbc,5,20000,modal
x7_b0,0.0,-1.4623845749173737e+36,3.402823669209385e+38,wpbc,5,20000,modal
x7_b1,0.0,-1.6073488109550813e+36,3.402823669209385e+38,wpbc,5,20000,modal
x7_b2,0.0,-1.4396480621358336e+36,3.402823669209385e+38,wpbc,5,20000,modal
x7_b3,0.0,-4.292855125904207e+36,3.402823669209385e+38,wpbc,5,20000,modal
x8_b0,0.0,-6.080452210910113e+36,3.402823669209385e+38,wpbc,5,20000,modal
x8_b1,0.0,-1.5180271602903133e+36,3.402823669209385e+38,wpbc,5,20000,modal
x8_b2,0.0,-3.6767699551759575e+36,3.402823669209385e+38,wpbc,5,20000,modal
x8_b3,0.0,-9.971292800236684e+35,3.402823669209385e+38,wpbc,5,20000,modal
x9_b0,0.0,-2.8275712806189057e+36,3.402823669209385e+38,wpbc,5,20000,modal
x9_b1,0.0,-1.5945548883208113e+36,3.402823669209385e+38,wpbc,5,20000,modal
x9_b2,0.0,-4.237564607558671e+36,3.402823669209385e+38,wpbc,5,20000,modal
x9_b3,0.0,-4.171879874940319e+34,3.402823669209385e+38,wpbc,5,20000,modal
x10_b0,0.0,-1.3970672987623893e+36,3.402823669209385e+38,wpbc,5,20000,modal
x10_b1,0.0,-2.078129714349824e+36,3.402823669209385e+38,wpbc,5,20000,modal
x10_b2,0.0,-4.158737959782374e+35,3.402823669209385e+38,wpbc,5,20000,modal
x10_b3,0.0,-5.413943207109773e+36,3.402823669209385e+38,wpbc,5,20000,modal
x11_b0,0.0,-4.244419867045285e+36,3.402823669209385e+38,wpbc,5,20000,modal
x11_b1,0.0,-5.826332028334751e+36,3.402823669209385e+38,wpbc,5,20000,modal
x11_b2,0.0,-2.838909248937428e+36,3.402823669209385e+38,wpbc,5,20000,modal
x11_b3,0.0,-3.124323318579532e+34,3.402823669209385e+38,wpbc,5,20000,modal
x12_b0,0.0,-5.417735845662424e+36,3.402823669209385e+38,wpbc,5,20000,modal
x12_b1,0.0,-3.794272264263945e+36,3.402823669209385e+38,wpbc,5,20000,modal
x12_b2,0.0,-1.0333659779548952e+36,3.402823669209385e+38,wpbc,5,20000,modal
x12_b3,0.0,-2.850953036239194e+35,3.402823669209385e+38,wpbc,5,20000,modal
x13_b0,0.0,-3.421739287889266e+36,3.402823669209385e+38,wpbc,5,20000,modal
x13_b1,0.0,-3.033973119286199e+36,3.402823669209385e+38,wpbc,5,20000,modal
x13_b2,0.0,-4.130217383699034e+36,3.402823669209385e+38,wpbc,5,20000,modal
x13_b3,0.0,-1.782030970740917e+35,3.402823669209385e+38,wpbc,5,20000,modal
x14_b0,0.0,-9.230658596761692e+36,3.402823669209385e+38,wpbc,5,20000,modal
x14_b1,0.0,-3.368644580073972e+36,3.402823669209385e+38,wpbc,5,20000,modal
x14_b2,0.0,-1.3961285264118316e+36,3.402823669209385e+38,wpbc,5,20000,modal
x14_b3,0.0,-7.264949988775009e+36,3.402823669209385e+38,wpbc,5,20000,modal
x15_b0,0.0,-2.9117751729192886e+36,3.402823669209385e+38,wpbc,5,20000,modal
x15_b1,0.0,-4.0016021579365947e+36,3.402823669209385e+38,wpbc,5,20000,modal
x15_b2,0.0,-6.700024108658462e+35,3.402823669209385e+38,wpbc,5,20000,modal
x16_b0,0.0,-2.3505514464066573e+36,3.402823669209385e+38,wpbc,5,20000,modal
x16_b1,0.0,-6.839068863724917e+36,3.402823669209385e+38,wpbc,5,20000,modal
x17_b0,0.0,-5.376157167555028e+36,3.402823669209385e+38,wpbc,5,20000,modal
x17_b1,0.0,-3.129282857278166e+35,3.402823669209385e+38,wpbc,5,20000,modal
x17_b2,0.0,-1.412480336389099e+36,3.402823669209385e+38,wpbc,5,20000,modal
x17_b3,0.0,-3.909811261340228e+36,3.402823669209385e+38,wpbc,5,20000,modal
x17_b4,0.0,-2.744205205414393e+36,3.402823669209385e+38,wpbc,5,20000,modal
x18_b0,0.0,-4.360423431498263e+36,3.402823669209385e+38,wpbc,5,20000,modal
x18_b1,0.0,-1.56819282356552e+36,3.402823669209385e+38,wpbc,5,20000,modal
x18_b2,0.0,-1.2461554110400518e+36,3.402823669209385e+38,wpbc,5,20000,modal
x18_b3,0.0,-1.4418031598317934e+36,3.402823669209385e+38,wpbc,5,20000,modal
x19_b0,0.0,-2.71294168554214e+36,3.402823669209385e+38,wpbc,5,20000,modal
x19_b1,0.0,-1.7446120206356543e+36,3.402823669209385e+38,wpbc,5,20000,modal
x19_b2,0.0,-5.283508810520919e+36,3.402823669209385e+38,wpbc,5,20000,modal
x19_b3,0.0,-1.2053029311543554e+36,3.402823669209385e+38,wpbc,5,20000,modal
x20_b0,0.0,-2.503783789646652e+36,3.402823669209385e+38,wpbc,5,20000,modal
x20_b1,0.0,-1.0570144530920304e+36,3.402823669209385e+38,wpbc,5,20000,modal
x20_b2,0.0,-3.712493842336009e+35,3.402823669209385e+38,wpbc,5,20000,modal
x20_b3,0.0,-1.4134117266095473e+36,3.402823669209385e+38,wpbc,5,20000,modal
x21_b0,0.0,-7.665187735264482e+35,3.402823669209385e+38,wpbc,5,20000,modal
x21_b1,0.0,-2.7137981077672026e+36,3.402823669209385e+38,wpbc,5,20000,modal
x21_b2,0.0,-4.079533892620853e+36,3.402823669209385e+38,wpbc,5,20000,modal
x21_b3,0.0,-3.762806675738097e+36,3.402823669209385e+38,wpbc,5,20000,modal
x22_b0,0.0,-4.1587419096862144e+36,3.402823669209385e+38,wpbc,5,20000,modal
x22_b1,0.0,-5.099130995614297e+35,3.402823669209385e+38,wpbc,5,20000,modal
x22_b2,0.0,-3.36915405281749e+36,3.402823669209385e+38,wpbc,5,20000,modal
x22_b3,0.0,-1.1869493107518317e+36,3.402823669209385e+38,wpbc,5,20000,modal
x23_b0,0.0,-4.691353312423328e+34,3.402823669209385e+38,wpbc,5,20000,modal
x23_b1,0.0,-7.505309213583974e+35,3.402823669209385e+38,wpbc,5,20000,modal
x23_b2,0.0,-2.874071198917536e+34,3.402823669209385e+38,wpbc,5,20000,modal
x24_b0,0.0,-7.120815120667041e+35,3.402823669209385e+38,wpbc,5,20000,modal
x24_b1,0.0,-3.038208748251852e+36,3.402823669209385e+38,wpbc,5,20000,modal
x24_b2,0.0,-4.014253671097976e+36,3.402823669209385e+38,wpbc,5,20000,modal
x25_b0,0.0,-9.73890635441394e+36,3.402823669209385e+38,wpbc,5,20000,modal
x25_b1,0.0,-4.406038480568989e+36,3.402823669209385e+38,wpbc,5,20000,modal
x25_b2,0.0,-2.0088448376269283e+36,3.402823669209385e+38,wpbc,5,20000,modal
x25_b3,0.0,-8.45983147586376e+35,3.402823669209385e+38,wpbc,5,20000,modal
x26_b0,0.0,-3.743659567615332e+35,3.402823669209385e+38,wpbc,5,20000,modal
x26_b1,0.0,-8.521052935732574e+36,3.402823669209385e+38,wpbc,5,20000,modal
x26_b2,0.0,-1.002176824860474e+36,3.402823669209385e+38,wpbc,5,20000,modal
x26_b3,0.0,-5.577583137643425e+36,3.402823669209385e+38,wpbc,5,20000,modal
x27_b0,0.0,-7.912324071337388e+35,3.402823669209385e+38,wpbc,5,20000,modal
x27_b1,0.0,-7.711716481038403e+35,3.402823669209385e+38,wpbc,5,20000,modal
x27_b2,0.0,-1.7096553000930713e+36,3.402823669209385e+38,wpbc,5,20000,modal
x27_b3,0.0,-3.381688784718118e+35,3.402823669209385e+38,wpbc,5,20000,modal
x27_b4,0.0,-4.490797072981476e+36,3.402823669209385e+38,wpbc,5,20000,modal
x28_b0,0.0,-5.286623894421505e+35,3.402823669209385e+38,wpbc,5,20000,modal
x28_b1,0.0,-2.659154844758642e+36,3.402823669209385e+38,wpbc,5,20000,modal
x28_b2,0.0,-1.4816307198456276e+36,3.402823669209385e+38,wpbc,5,20000,modal
x28_b3,0.0,-4.164319130557844e+36,3.402823669209385e+38,wpbc,5,20000,modal
x29_b0,0.0,-1.1950422089800264e+36,3.402823669209385e+38,wpbc,5,20000,modal
x29_b1,0.0,-3.3347168542031305e+33,3.402823669209385e+38,wpbc,5,20000,modal
x29_b2,0.0,-1.131359574796775e+35,3.402823669209385e+38,wpbc,5,20000,modal
x29_b3,0.0,-3.398536801503603e+35,3.402823669209385e+38,wpbc,5,20000,modal
x30_b0,0.0,-2.1393101593575237e+36,3.402823669209385e+38,wpbc,5,20000,modal
x30_b1,0.0,-1.5426471381599744e+36,3.402823669209385e+38,wpbc,5,20000,modal
x30_b2,0.0,-1.3359644954217227e+36,3.402823669209385e+38,wpbc,5,20000,modal
x30_b3,0.0,-1.0566427699720096e+36,3.402823669209385e+38,wpbc,5,20000,modal
x31_b0,0.0,-3.610108479002602e+36,3.402823669209385e+38,wpbc,5,20000,modal
x31_b1,0.0,-4.822580381204835e+36,3.402823669209385e+38,wpbc,5,20000,modal
x31_b2,0.0,-5.530131156003738e+36,3.402823669209385e+38,wpbc,5,20000,modal
x31_b3,0.0,-2.719848065336245e+36,3.402823669209385e+38,wpbc,5,20000,modal
x32_b0,0.0,-6.831555475629522e+35,3.402823669209385e+38,wpbc,5,20000,modal
x32_b1,0.0,-2.990897057259213e+36,3.402823669209385e+38,wpbc,5,20000,modal
x32_b2,0.0,-1.318389335474157e+34,3.402823669209385e+38,wpbc,5,20000,modal
x0_b0,0.0,-56.671875,512.0,xd6,10,20000,modal
x1_b0,0.0,-48.34375,512.0,xd6,10,20000,modal
x2_b0,0.0,-76.796875,512.0,xd6,10,20000,modal
x3_b0,0.0,-77.5625,512.0,xd6,10,20000,modal
x4_b0,0.0,-41.53125,512.0,xd6,10,20000,modal
x5_b0,0.0,-51.21875,512.0,xd6,10,20000,modal
x6_b0,0.0,-50.65625,512.0,xd6,10,20000,modal
x7_b0,0.0,-57.59375,512.0,xd6,10,20000,modal
x8_b0,0.0,-50.625,512.0,xd6,10,20000,modal
x0_b0,0.0,-56.671875,512.0,xd6,5,20000,modal
x1_b0,0.0,-48.34375,512.0,xd6,5,20000,modal
x2_b0,0.0,-76.796875,512.0,xd6,5,20000,modal
x3_b0,0.0,-77.5625,512.0,xd6,5,20000,modal
x4_b0,0.0,-41.53125,512.0,xd6,5,20000,modal
x5_b0,0.0,-51.21875,512.0,xd6,5,20000,modal
x6_b0,0.0,-50.65625,512.0,xd6,5,20000,modal
x7_b0,0.0,-57.59375,512.0,xd6,5,20000,modal
x8_b0,0.0,-50.625,512.0,xd6,5,20000,modal
