dataset,trees,budget,selector,status,elapsed_seconds,timeout_seconds,run_dir,message
heart-c,5,20000,info_gain,completed,2.904841999999917,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_5\B_20000\selector_info_gain,
heart-c,5,20000,shapley,completed,3.0126587000004292,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_5\B_20000\selector_shapley,
heart-c,5,20000,p_value,completed,3.0265473999997994,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_5\B_20000\selector_p_value,
heart-c,5,20000,random_node,completed,3.00202790000003,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_5\B_20000\selector_random_node,
heart-c,10,20000,info_gain,timeout,300.01039630000014,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_10\B_20000\selector_info_gain,stopped after threshold of 300 seconds
heart-c,10,20000,shapley,timeout,300.1738071999998,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_10\B_20000\selector_shapley,stopped after threshold of 300 seconds
heart-c,10,20000,p_value,timeout,300.02473830000054,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_10\B_20000\selector_p_value,stopped after threshold of 300 seconds
heart-c,10,20000,random_node,timeout,300.20713889999934,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-c\trees_10\B_20000\selector_random_node,stopped after threshold of 300 seconds
heart-h,5,20000,info_gain,completed,3.0576555999996344,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_5\B_20000\selector_info_gain,
heart-h,5,20000,shapley,completed,2.068298100000902,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_5\B_20000\selector_shapley,
heart-h,5,20000,p_value,completed,2.036986799999795,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_5\B_20000\selector_p_value,
heart-h,5,20000,random_node,completed,2.0500928000001295,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_5\B_20000\selector_random_node,
heart-h,10,20000,info_gain,completed,4.547624000000724,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_10\B_20000\selector_info_gain,
heart-h,10,20000,shapley,completed,3.405916599998818,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_10\B_20000\selector_shapley,
heart-h,10,20000,p_value,completed,4.475876599999538,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_10\B_20000\selector_p_value,
heart-h,10,20000,random_node,completed,3.9689900999983365,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-h\trees_10\B_20000\selector_random_node,
heart-sa,5,20000,info_gain,completed,2.23097400000006,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_5\B_20000\selector_info_gain,
heart-sa,5,20000,shapley,completed,2.255625900001178,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_5\B_20000\selector_shapley,
heart-sa,5,20000,p_value,completed,2.2146272999998473,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_5\B_20000\selector_p_value,
heart-sa,5,20000,random_node,completed,2.2934698999997636,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_5\B_20000\selector_random_node,
heart-sa,10,20000,info_gain,timeout,300.0226292999996,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_10\B_20000\selector_info_gain,stopped after threshold of 300 seconds
heart-sa,10,20000,shapley,timeout,300.2692303999993,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_10\B_20000\selector_shapley,stopped after threshold of 300 seconds
heart-sa,10,20000,p_value,timeout,300.02637309999955,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_10\B_20000\selector_p_value,stopped after threshold of 300 seconds
heart-sa,10,20000,random_node,timeout,300.21191180000096,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\heart-sa\trees_10\B_20000\selector_random_node,stopped after threshold of 300 seconds
iris,5,20000,info_gain,completed,2.9906637000003684,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_5\B_20000\selector_info_gain,
iris,5,20000,shapley,completed,2.0578574999999546,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_5\B_20000\selector_shapley,
iris,5,20000,p_value,completed,1.9733429999996588,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_5\B_20000\selector_p_value,
iris,5,20000,random_node,completed,2.0885783000012452,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_5\B_20000\selector_random_node,
iris,10,20000,info_gain,completed,2.174930899998799,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_10\B_20000\selector_info_gain,
iris,10,20000,shapley,completed,2.073251600000731,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_10\B_20000\selector_shapley,
iris,10,20000,p_value,completed,1.9755451000000903,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_10\B_20000\selector_p_value,
iris,10,20000,random_node,completed,2.0251158000010037,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\iris\trees_10\B_20000\selector_random_node,
lupus,5,20000,info_gain,completed,1.9498882999996567,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_info_gain,
lupus,5,20000,shapley,completed,1.9568597999987105,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_shapley,
lupus,5,20000,p_value,completed,1.9027872000006028,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_p_value,
lupus,5,20000,random_node,completed,1.8800774999999703,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_random_node,
lupus,10,20000,info_gain,completed,1.9773566999992909,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_info_gain,
lupus,10,20000,shapley,completed,1.9309491000003618,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_shapley,
lupus,10,20000,p_value,completed,1.9590270000007877,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_p_value,
lupus,10,20000,random_node,completed,2.1483970999997837,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_random_node,
mammo,5,20000,info_gain,completed,1.9468458999999712,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_info_gain,
mammo,5,20000,shapley,completed,1.8651685999993788,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_shapley,
mammo,5,20000,p_value,completed,2.0064328999997088,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_p_value,
mammo,5,20000,random_node,completed,2.007791600000928,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_random_node,
mammo,10,20000,info_gain,completed,2.1496121999989555,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_info_gain,
mammo,10,20000,shapley,completed,1.8850120999995852,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_shapley,
mammo,10,20000,p_value,completed,1.9443242999986978,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_p_value,
mammo,10,20000,random_node,completed,1.875962400001299,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_random_node,
mofn-3-7-10,5,20000,info_gain,completed,1.9920645999991393,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_info_gain,
mofn-3-7-10,5,20000,shapley,completed,2.123992900000303,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_shapley,
mofn-3-7-10,5,20000,p_value,completed,1.9817123000011634,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_p_value,
mofn-3-7-10,5,20000,random_node,completed,2.2053907999998046,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_random_node,
mofn-3-7-10,10,20000,info_gain,completed,2.2632852000006096,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_info_gain,
mofn-3-7-10,10,20000,shapley,completed,2.0802719999992405,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_shapley,
mofn-3-7-10,10,20000,p_value,completed,2.1298205999992206,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_p_value,
mofn-3-7-10,10,20000,random_node,completed,2.3133999000001495,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_random_node,
new-thyroid,5,20000,info_gain,completed,2.3956718999997975,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_info_gain,
new-thyroid,5,20000,shapley,completed,2.2381189999996423,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_shapley,
new-thyroid,5,20000,p_value,completed,2.044825099999798,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_p_value,
new-thyroid,5,20000,random_node,completed,1.9923484999999346,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_random_node,
new-thyroid,10,20000,info_gain,completed,10.822886899999503,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_info_gain,
new-thyroid,10,20000,shapley,completed,15.444327899998825,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_shapley,
new-thyroid,10,20000,p_value,completed,10.469725900000412,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_p_value,
new-thyroid,10,20000,random_node,completed,9.10767880000094,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_random_node,
seismic_bumps,5,20000,info_gain,completed,2.5970386000008148,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_info_gain,
seismic_bumps,5,20000,shapley,completed,2.603631800000585,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_shapley,
seismic_bumps,5,20000,p_value,completed,2.535352899998543,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_p_value,
seismic_bumps,5,20000,random_node,completed,2.9407602999999654,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_random_node,
seismic_bumps,10,20000,info_gain,completed,76.11809340000036,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_info_gain,
seismic_bumps,10,20000,shapley,timeout,300.14211570000043,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_shapley,stopped after threshold of 300 seconds
seismic_bumps,10,20000,p_value,completed,68.74459360000037,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_p_value,
seismic_bumps,10,20000,random_node,timeout,300.13106679999873,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_random_node,stopped after threshold of 300 seconds
spect,5,20000,info_gain,completed,2.8721505000012257,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_info_gain,
spect,5,20000,shapley,completed,1.9729676999995718,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_shapley,
spect,5,20000,p_value,completed,2.0775714999999764,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_p_value,
spect,5,20000,random_node,completed,2.108596199999738,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_random_node,
spect,10,20000,info_gain,completed,2.0816073000005417,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_info_gain,
spect,10,20000,shapley,completed,2.0304960000012215,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_shapley,
spect,10,20000,p_value,completed,2.2384455999999773,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_p_value,
spect,10,20000,random_node,completed,2.2540611999993416,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_random_node,
threeOf9,5,20000,info_gain,completed,2.111040099998718,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_info_gain,
threeOf9,5,20000,shapley,completed,1.8891694000012649,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_shapley,
threeOf9,5,20000,p_value,completed,1.8463946000010765,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_p_value,
threeOf9,5,20000,random_node,completed,1.8494331000001694,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_random_node,
threeOf9,10,20000,info_gain,completed,1.9241920999993454,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_info_gain,
threeOf9,10,20000,shapley,completed,1.8372404000001552,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_shapley,
threeOf9,10,20000,p_value,completed,1.9441490000008343,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_p_value,
threeOf9,10,20000,random_node,completed,1.9182932000003348,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_random_node,
xd6,5,20000,info_gain,completed,1.8757009000000835,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_info_gain,
xd6,5,20000,shapley,completed,1.8695078999990073,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_shapley,
xd6,5,20000,p_value,completed,1.867216599999665,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_p_value,
xd6,5,20000,random_node,completed,1.9253422000001592,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_random_node,
xd6,10,20000,info_gain,completed,1.9966528000004473,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_info_gain,
xd6,10,20000,shapley,completed,2.1308169000003545,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_shapley,
xd6,10,20000,p_value,completed,2.027241599998888,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_p_value,
xd6,10,20000,random_node,completed,2.0124605000000884,300,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_random_node,
